row_id,name,current_status,field,current_value,recommended_value,finding,confidence,official_evidence_url,independent_evidence_url,notes,recommended_action
1d518785-d8da-4f7c-a5a4-0565e538dbb0,Linktree,verified,summary,Link-in-bio platform with AI-driven creator monetisation features for audience growth and content recommendations.,"Linktree is a link-in-bio platform that enables users to aggregate multiple online destinations into a single, customizable landing page, offering tools for social media management, audience growth, content monetization, and performance analytics.",public evidence suggests updating this field,1.00,https://linktr.ee,https://startupintros.com/orgs/linktree,Review before applying to live Supabase.,update_field
1d518785-d8da-4f7c-a5a4-0565e538dbb0,Linktree,verified,founders,,"Alex Zaccaria, Anthony Zaccaria, Nick Humphreys",public evidence suggests updating this field,1.00,https://linktr.ee,https://startupintros.com/orgs/linktree,Review before applying to live Supabase.,update_field
1d518785-d8da-4f7c-a5a4-0565e538dbb0,Linktree,verified,total_raised_usd,,166000000,public evidence suggests updating this field,1.00,https://linktr.ee,https://startupintros.com/orgs/linktree,Review before applying to live Supabase.,update_field
1d518785-d8da-4f7c-a5a4-0565e538dbb0,Linktree,verified,total_raised_currency_raw,,$166.0M,public evidence suggests updating this field,1.00,https://linktr.ee,https://startupintros.com/orgs/linktree,Review before applying to live Supabase.,update_field
1d518785-d8da-4f7c-a5a4-0565e538dbb0,Linktree,verified,total_raised_source_url,,https://startupintros.com/orgs/linktree,public evidence suggests updating this field,1.00,https://linktr.ee,https://startupintros.com/orgs/linktree,Review before applying to live Supabase.,update_field
c7eb2e1e-9312-4100-bc44-fe6c693ec171,Lyrebird Health,verified,summary,"AI medical scribe for general practitioners, generating clinical notes from patient consultations in real time.","Lyrebird Health is an AI medical scribe platform built for Australian GPs and specialists, offering deeply integrated clinical documentation tools that automate non-patient-facing work so doctors can spend more time with patients and less time on paperwork.",public evidence suggests updating this field,1.00,https://www.lyrebirdhealth.com,https://www.mobihealthnews.com/news/anz/aussie-ai-scribe-startup-go-global-12m-funding,Review before applying to live Supabase.,update_field
c7eb2e1e-9312-4100-bc44-fe6c693ec171,Lyrebird Health,verified,founders,,Kai Van Lieshout,public evidence suggests updating this field,1.00,https://www.lyrebirdhealth.com,https://www.mobihealthnews.com/news/anz/aussie-ai-scribe-startup-go-global-12m-funding,Review before applying to live Supabase.,update_field
c7eb2e1e-9312-4100-bc44-fe6c693ec171,Lyrebird Health,verified,total_raised_usd,,0,public evidence suggests updating this field,1.00,https://www.lyrebirdhealth.com,https://www.mobihealthnews.com/news/anz/aussie-ai-scribe-startup-go-global-12m-funding,Review before applying to live Supabase.,update_field
c7eb2e1e-9312-4100-bc44-fe6c693ec171,Lyrebird Health,verified,total_raised_currency_raw,,AUD 12M,public evidence suggests updating this field,1.00,https://www.lyrebirdhealth.com,https://www.mobihealthnews.com/news/anz/aussie-ai-scribe-startup-go-global-12m-funding,Review before applying to live Supabase.,update_field
c7eb2e1e-9312-4100-bc44-fe6c693ec171,Lyrebird Health,verified,total_raised_as_of,,2025-06-17,public evidence suggests updating this field,1.00,https://www.lyrebirdhealth.com,https://www.mobihealthnews.com/news/anz/aussie-ai-scribe-startup-go-global-12m-funding,Review before applying to live Supabase.,update_field
