row_type,reviewed_action,company_name,country,announced_on,date_precision,stage,founded_year,amount_usd,currency_raw,lead_investor,investors,report_title,report_url,pdf_url,page_number,confidence,notes
funding_event,needs_review,Relevance AI,AU,2025-06-30,quarter,series_b_plus,,,$37M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.95,Listed in largest deals table as Series B. Sector: Artificial Intelligence / Big Data.
funding_event,needs_review,Gridsight,AU,2025-06-30,quarter,series_a,,,$8M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.95,Listed in largest deals table. Sector: Artificial Intelligence / Big Data.
funding_event,needs_review,Springboards AI,AU,2025-06-30,quarter,seed,,,$5M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.95,Listed in largest deals table. Sector: Artificial Intelligence / Big Data.
funding_event,needs_review,Unleash Live,AU,2025-06-30,quarter,series_b_plus,,,$17M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.95,Listed in largest deals table. Sector: Artificial Intelligence / Big Data.
funding_event,needs_review,Blinq,AU,2025-06-30,quarter,series_a,,,$39M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.7,Enterprise/Business Software sector. AI relevance needs manual review - report notes more than half of software companies pitch AI-enabled products.
funding_event,needs_review,Zyft,AU,2025-06-30,quarter,,,,$8M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.6,Enterprise/Business Software sector. AI relevance needs manual review - report notes more than half of software companies pitch AI-enabled products.
funding_event,needs_review,Lyrebird Health,AU,2025-06-30,quarter,series_a,,,$12M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.88,Lyrebird Health is an AI-enabled clinical documentation / healthtech company. Featured as a visual callout in the report.
funding_event,needs_review,Circumvent,AU,2025-06-30,quarter,seed,,,$9M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.6,Cybersecurity sector. AI relevance needs manual review.
funding_event,needs_review,QuintessenceLabs,AU,2025-06-30,quarter,,,,$20M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.6,Cybersecurity sector. AI relevance needs manual review.
funding_event,needs_review,Acorn,AU,2025-06-30,quarter,series_a,,,$19M,,,Cut Through Quarterly 2Q 2025,https://www.cutthrough.com/insights/cut-through-quarterly-2q-2025,https://drive.google.com/file/d/1WoA9E5eD5eScLthmUbJ5ELPPsJ3aeXve/view,21,0.55,EdTech sector. AI relevance needs manual review.
